Type,Value,Unit,Time
internaltemp,19.8,Celsius,09-07-19 16:14
internalrh,53,%,09-07-19 16:14
internaltemp,20,Celsius,09-07-19 16:24
internalrh,53,%,09-07-19 16:24
internaltemp,19.9,Celsius,09-07-19 16:35
internalrh,56,%,09-07-19 16:35
internaltemp,19.9,Celsius,09-07-19 16:45
internalrh,69,%,09-07-19 16:45
internaltemp,22.8,Celsius,09-07-19 16:55
internalrh,45,%,09-07-19 16:55
internaltemp,24.1,Celsius,09-07-19 17:05
internalrh,39,%,09-07-19 17:05
internaltemp,24.9,Celsius,09-07-19 17:15
internalrh,37,%,09-07-19 17:15
internaltemp,25.2,Celsius,09-07-19 17:25
internalrh,35,%,09-07-19 17:25
internaltemp,25.4,Celsius,09-07-19 17:35
internalrh,35,%,09-07-19 17:35
internaltemp,25.5,Celsius,09-07-19 17:44
internalrh,34,%,09-07-19 17:44
internaltemp,25.6,Celsius,09-07-19 17:54
internalrh,34,%,09-07-19 17:54
internaltemp,25.6,Celsius,09-07-19 18:04
internalrh,33,%,09-07-19 18:04
internaltemp,25.6,Celsius,09-07-19 18:14
internalrh,33,%,09-07-19 18:14
internaltemp,25.7,Celsius,09-07-19 18:24
internalrh,32,%,09-07-19 18:24
internaltemp,25.6,Celsius,09-07-19 18:34
internalrh,32,%,09-07-19 18:34
internaltemp,25.6,Celsius,09-07-19 18:44
internalrh,31,%,09-07-19 18:44
internaltemp,25.6,Celsius,09-07-19 18:54
internalrh,31,%,09-07-19 18:54
internaltemp,25.6,Celsius,09-07-19 19:04
internalrh,31,%,09-07-19 19:04
internaltemp,25.6,Celsius,09-07-19 19:14
internalrh,31,%,09-07-19 19:14
internaltemp,25.6,Celsius,09-07-19 19:24
internalrh,31,%,09-07-19 19:24
internaltemp,25.5,Celsius,09-07-19 19:34
internalrh,31,%,09-07-19 19:34
internaltemp,25.5,Celsius,09-07-19 19:44
internalrh,31,%,09-07-19 19:44
internaltemp,25.5,Celsius,09-07-19 19:55
internalrh,31,%,09-07-19 19:55
internaltemp,25.6,Celsius,09-07-19 20:05
internalrh,31,%,09-07-19 20:05
internaltemp,25.6,Celsius,09-07-19 20:15
internalrh,31,%,09-07-19 20:15
internaltemp,25.7,Celsius,09-07-19 20:25
internalrh,31,%,09-07-19 20:25
internaltemp,25.7,Celsius,09-07-19 20:35
internalrh,31,%,09-07-19 20:35
internaltemp,25.7,Celsius,09-07-19 20:44
internalrh,31,%,09-07-19 20:44
internaltemp,25.7,Celsius,09-07-19 20:54
internalrh,31,%,09-07-19 20:54
internaltemp,25.7,Celsius,09-07-19 21:04
internalrh,31,%,09-07-19 21:04
internaltemp,25.7,Celsius,09-07-19 21:14
internalrh,31,%,09-07-19 21:14
internaltemp,25.7,Celsius,09-07-19 21:24
internalrh,31,%,09-07-19 21:24
internaltemp,25.8,Celsius,09-07-19 21:34
internalrh,31,%,09-07-19 21:34
internaltemp,25.7,Celsius,09-07-19 21:44
internalrh,31,%,09-07-19 21:44
internaltemp,25.8,Celsius,09-07-19 21:54
internalrh,31,%,09-07-19 21:54
internaltemp,25.7,Celsius,09-07-19 22:04
internalrh,31,%,09-07-19 22:04
internaltemp,25.7,Celsius,09-07-19 22:14
internalrh,30,%,09-07-19 22:14
internaltemp,25.7,Celsius,09-07-19 22:24
internalrh,31,%,09-07-19 22:24
internaltemp,25.7,Celsius,09-07-19 22:34
internalrh,31,%,09-07-19 22:34
internaltemp,25.7,Celsius,09-07-19 22:44
internalrh,30,%,09-07-19 22:44
internaltemp,25.6,Celsius,09-07-19 22:54
internalrh,29,%,09-07-19 22:54
internaltemp,25.6,Celsius,09-07-19 23:04
internalrh,29,%,09-07-19 23:04
internaltemp,25.6,Celsius,09-07-19 23:14
internalrh,29,%,09-07-19 23:14
internaltemp,25.5,Celsius,09-07-19 23:24
internalrh,29,%,09-07-19 23:24
internaltemp,25.6,Celsius,09-07-19 23:34
internalrh,29,%,09-07-19 23:34
internaltemp,25.6,Celsius,09-07-19 23:44
internalrh,30,%,09-07-19 23:44
internaltemp,25.6,Celsius,09-07-19 23:54
internalrh,30,%,09-07-19 23:54
internaltemp,25.6,Celsius,10-07-19 0:04
internalrh,30,%,10-07-19 0:04
internaltemp,25.6,Celsius,10-07-19 0:14
internalrh,30,%,10-07-19 0:14
internaltemp,25.6,Celsius,10-07-19 0:24
internalrh,30,%,10-07-19 0:24
internaltemp,25.6,Celsius,10-07-19 0:34
internalrh,30,%,10-07-19 0:34
internaltemp,25.6,Celsius,10-07-19 0:44
internalrh,30,%,10-07-19 0:44
internaltemp,25.6,Celsius,10-07-19 0:54
internalrh,29,%,10-07-19 0:54
internaltemp,25.5,Celsius,10-07-19 1:04
internalrh,29,%,10-07-19 1:04
internaltemp,25.5,Celsius,10-07-19 1:14
internalrh,29,%,10-07-19 1:14
internaltemp,25.5,Celsius,10-07-19 1:24
internalrh,29,%,10-07-19 1:24
internaltemp,25.9,Celsius,10-07-19 1:34
internalrh,45,%,10-07-19 1:34
internaltemp,26.1,Celsius,10-07-19 1:44
internalrh,29,%,10-07-19 1:44
internaltemp,25.6,Celsius,10-07-19 1:54
internalrh,29,%,10-07-19 1:54
internaltemp,26.8,Celsius,10-07-19 2:04
internalrh,35,%,10-07-19 2:04
internaltemp,25.9,Celsius,10-07-19 2:14
internalrh,29,%,10-07-19 2:14
internaltemp,26.8,Celsius,10-07-19 2:24
internalrh,38,%,10-07-19 2:24
internaltemp,25.9,Celsius,10-07-19 2:34
internalrh,28,%,10-07-19 2:34
internaltemp,26.6,Celsius,10-07-19 2:44
internalrh,29,%,10-07-19 2:44
internaltemp,26.4,Celsius,10-07-19 2:54
internalrh,45,%,10-07-19 2:54
internaltemp,26.3,Celsius,10-07-19 3:04
internalrh,29,%,10-07-19 3:04
internaltemp,25.8,Celsius,10-07-19 3:14
internalrh,29,%,10-07-19 3:14
internaltemp,26.7,Celsius,10-07-19 3:24
internalrh,29,%,10-07-19 3:24
internaltemp,25.9,Celsius,10-07-19 3:34
internalrh,29,%,10-07-19 3:34
internaltemp,26.9,Celsius,10-07-19 3:44
internalrh,34,%,10-07-19 3:44
internaltemp,25.9,Celsius,10-07-19 3:54
internalrh,29,%,10-07-19 3:54
internaltemp,26.6,Celsius,10-07-19 4:04
internalrh,29,%,10-07-19 4:04
internaltemp,26.8,Celsius,10-07-19 4:14
internalrh,40,%,10-07-19 4:14
internaltemp,26.4,Celsius,10-07-19 4:24
internalrh,42,%,10-07-19 4:24
internaltemp,26.4,Celsius,10-07-19 4:34
internalrh,28,%,10-07-19 4:34
internaltemp,27,Celsius,10-07-19 4:44
internalrh,30,%,10-07-19 4:44
internaltemp,26.2,Celsius,10-07-19 4:54
internalrh,38,%,10-07-19 4:54
internaltemp,26.6,Celsius,10-07-19 5:04
internalrh,29,%,10-07-19 5:04
internaltemp,27,Celsius,10-07-19 5:14
internalrh,39,%,10-07-19 5:14
internaltemp,26.3,Celsius,10-07-19 5:24
internalrh,28,%,10-07-19 5:24
internaltemp,27,Celsius,10-07-19 5:34
internalrh,30,%,10-07-19 5:34
internaltemp,26.7,Celsius,10-07-19 5:44
internalrh,45,%,10-07-19 5:44
internaltemp,26.5,Celsius,10-07-19 5:54
internalrh,28,%,10-07-19 5:54
internaltemp,27.4,Celsius,10-07-19 6:04
internalrh,31,%,10-07-19 6:04
internaltemp,26.5,Celsius,10-07-19 6:14
internalrh,28,%,10-07-19 6:14
internaltemp,27.2,Celsius,10-07-19 6:24
internalrh,29,%,10-07-19 6:24
internaltemp,26.5,Celsius,10-07-19 6:34
internalrh,28,%,10-07-19 6:34
internaltemp,26.5,Celsius,10-07-19 6:34
internalrh,28,%,10-07-19 6:34
internaltemp,27.5,Celsius,10-07-19 6:44
internalrh,29,%,10-07-19 6:44
internaltemp,27.2,Celsius,10-07-19 6:54
internalrh,29,%,10-07-19 6:54
internaltemp,26.9,Celsius,10-07-19 7:04
internalrh,29,%,10-07-19 7:04
internaltemp,26.8,Celsius,10-07-19 7:14
internalrh,29,%,10-07-19 7:14
internaltemp,27,Celsius,10-07-19 7:25
internalrh,29,%,10-07-19 7:25
internaltemp,27.3,Celsius,10-07-19 7:35
internalrh,29,%,10-07-19 7:35
internaltemp,27.2,Celsius,10-07-19 7:45
internalrh,28,%,10-07-19 7:45
internaltemp,27.5,Celsius,10-07-19 7:54
internalrh,29,%,10-07-19 7:54
internaltemp,27.7,Celsius,10-07-19 8:04
internalrh,28,%,10-07-19 8:04
internaltemp,27.9,Celsius,10-07-19 8:14
internalrh,27,%,10-07-19 8:14
internaltemp,28,Celsius,10-07-19 8:24
internalrh,51,%,10-07-19 8:24
internaltemp,27.7,Celsius,10-07-19 8:34
internalrh,64,%,10-07-19 8:34
internaltemp,27.9,Celsius,10-07-19 8:44
internalrh,65,%,10-07-19 8:44
internaltemp,28.1,Celsius,10-07-19 8:54
internalrh,63,%,10-07-19 8:54
internaltemp,28.3,Celsius,10-07-19 9:04
internalrh,63,%,10-07-19 9:04
internaltemp,28.7,Celsius,10-07-19 9:14
internalrh,61,%,10-07-19 9:14
internaltemp,28.9,Celsius,10-07-19 9:24
internalrh,60,%,10-07-19 9:24
internaltemp,29,Celsius,10-07-19 9:34
internalrh,59,%,10-07-19 9:34
internaltemp,29.3,Celsius,10-07-19 9:44
internalrh,58,%,10-07-19 9:44
internaltemp,29.3,Celsius,10-07-19 9:54
internalrh,57,%,10-07-19 9:54
internaltemp,29.4,Celsius,10-07-19 10:04
internalrh,56,%,10-07-19 10:04
internaltemp,29.2,Celsius,10-07-19 10:14
internalrh,57,%,10-07-19 10:14
internaltemp,29.5,Celsius,10-07-19 10:24
internalrh,57,%,10-07-19 10:24
internaltemp,29.7,Celsius,10-07-19 10:34
internalrh,55,%,10-07-19 10:34
internaltemp,29.6,Celsius,10-07-19 10:44
internalrh,55,%,10-07-19 10:44
internaltemp,29.5,Celsius,10-07-19 10:54
internalrh,55,%,10-07-19 10:54
internaltemp,29.5,Celsius,10-07-19 11:04
internalrh,55,%,10-07-19 11:04
internaltemp,29.5,Celsius,10-07-19 11:15
internalrh,55,%,10-07-19 11:15
internaltemp,29.6,Celsius,10-07-19 11:25
internalrh,55,%,10-07-19 11:25
internaltemp,29.5,Celsius,10-07-19 11:35
internalrh,54,%,10-07-19 11:35
internaltemp,29.5,Celsius,10-07-19 11:45
internalrh,55,%,10-07-19 11:45
internaltemp,29.7,Celsius,10-07-19 11:54
internalrh,54,%,10-07-19 11:54
internaltemp,30,Celsius,10-07-19 12:04
internalrh,54,%,10-07-19 12:04
internaltemp,30.3,Celsius,10-07-19 12:14
internalrh,54,%,10-07-19 12:14
internaltemp,30.5,Celsius,10-07-19 12:24
internalrh,54,%,10-07-19 12:24
internaltemp,31,Celsius,10-07-19 12:34
internalrh,52,%,10-07-19 12:34
internaltemp,31.4,Celsius,10-07-19 12:44
internalrh,51,%,10-07-19 12:44
internaltemp,31.4,Celsius,10-07-19 12:54
internalrh,51,%,10-07-19 12:54
internaltemp,31.7,Celsius,10-07-19 13:04
internalrh,51,%,10-07-19 13:04
internaltemp,30.2,Celsius,10-07-19 13:14
internalrh,46,%,10-07-19 13:14
internaltemp,28.5,Celsius,10-07-19 13:24
internalrh,50,%,10-07-19 13:24
internaltemp,27.6,Celsius,10-07-19 13:34
internalrh,54,%,10-07-19 13:34
internaltemp,26.8,Celsius,10-07-19 13:44
internalrh,57,%,10-07-19 13:44
internaltemp,26.6,Celsius,10-07-19 13:54
internalrh,61,%,10-07-19 13:54
internaltemp,26.5,Celsius,10-07-19 14:04
internalrh,58,%,10-07-19 14:04
internaltemp,26.4,Celsius,10-07-19 14:14
internalrh,57,%,10-07-19 14:14
internaltemp,26.3,Celsius,10-07-19 14:24
internalrh,58,%,10-07-19 14:24
internaltemp,25.8,Celsius,10-07-19 14:34
internalrh,56,%,10-07-19 14:34
internaltemp,25.8,Celsius,10-07-19 14:45
internalrh,62,%,10-07-19 14:45
internaltemp,25.8,Celsius,10-07-19 14:55
internalrh,63,%,10-07-19 14:55
internaltemp,25.8,Celsius,10-07-19 15:05
internalrh,63,%,10-07-19 15:05
internaltemp,25.9,Celsius,10-07-19 15:15
internalrh,68,%,10-07-19 15:15
internaltemp,26.1,Celsius,10-07-19 15:24
internalrh,77,%,10-07-19 15:24
internaltemp,26.4,Celsius,10-07-19 15:34
internalrh,75,%,10-07-19 15:34
internaltemp,26.4,Celsius,10-07-19 15:45
internalrh,74,%,10-07-19 15:45
internaltemp,26.6,Celsius,10-07-19 15:55
internalrh,72,%,10-07-19 15:55
internaltemp,26.6,Celsius,10-07-19 16:05
internalrh,72,%,10-07-19 16:05
internaltemp,26.7,Celsius,10-07-19 16:15
internalrh,72,%,10-07-19 16:15
internaltemp,26.7,Celsius,10-07-19 16:24
internalrh,71,%,10-07-19 16:24
internaltemp,26.7,Celsius,10-07-19 16:34
internalrh,73,%,10-07-19 16:34
internaltemp,26.8,Celsius,10-07-19 16:44
internalrh,73,%,10-07-19 16:44
internaltemp,26.9,Celsius,10-07-19 16:54
internalrh,73,%,10-07-19 16:54
internaltemp,26.9,Celsius,10-07-19 17:04
internalrh,73,%,10-07-19 17:04
internaltemp,26.9,Celsius,10-07-19 17:14
internalrh,74,%,10-07-19 17:14
internaltemp,26.9,Celsius,10-07-19 17:24
internalrh,74,%,10-07-19 17:24
internaltemp,26.9,Celsius,10-07-19 17:34
internalrh,73,%,10-07-19 17:34
internaltemp,26.9,Celsius,10-07-19 17:44
internalrh,73,%,10-07-19 17:44
internaltemp,26.8,Celsius,10-07-19 17:54
internalrh,72,%,10-07-19 17:54
internaltemp,26.5,Celsius,10-07-19 18:05
internalrh,71,%,10-07-19 18:05
internaltemp,26.2,Celsius,10-07-19 18:14
internalrh,72,%,10-07-19 18:14
internaltemp,26.4,Celsius,10-07-19 18:24
internalrh,73,%,10-07-19 18:24
internaltemp,26.2,Celsius,10-07-19 18:34
internalrh,75,%,10-07-19 18:34
internaltemp,25.9,Celsius,10-07-19 18:44
internalrh,76,%,10-07-19 18:44
internaltemp,25.7,Celsius,10-07-19 18:54
internalrh,77,%,10-07-19 18:54
internaltemp,25.7,Celsius,10-07-19 19:04
internalrh,77,%,10-07-19 19:04
internaltemp,25.6,Celsius,10-07-19 19:14
internalrh,77,%,10-07-19 19:14
internaltemp,25.5,Celsius,10-07-19 19:24
internalrh,77,%,10-07-19 19:24
internaltemp,25.6,Celsius,10-07-19 19:34
internalrh,78,%,10-07-19 19:34
internaltemp,25.6,Celsius,10-07-19 19:44
internalrh,78,%,10-07-19 19:44
internaltemp,25.6,Celsius,10-07-19 19:54
internalrh,78,%,10-07-19 19:54
internaltemp,25.6,Celsius,10-07-19 20:04
internalrh,79,%,10-07-19 20:04
internaltemp,25.5,Celsius,10-07-19 20:14
internalrh,79,%,10-07-19 20:14
internaltemp,25.5,Celsius,10-07-19 20:24
internalrh,79,%,10-07-19 20:24
internaltemp,25.5,Celsius,10-07-19 20:34
internalrh,79,%,10-07-19 20:34
internaltemp,25.4,Celsius,10-07-19 20:44
internalrh,79,%,10-07-19 20:44
internaltemp,25.4,Celsius,10-07-19 20:54
internalrh,80,%,10-07-19 20:54
internaltemp,25.4,Celsius,10-07-19 21:04
internalrh,79,%,10-07-19 21:04
internaltemp,25.4,Celsius,10-07-19 21:14
internalrh,79,%,10-07-19 21:14
internaltemp,25.3,Celsius,10-07-19 21:23
internalrh,80,%,10-07-19 21:23
internaltemp,25.3,Celsius,10-07-19 21:33
internalrh,81,%,10-07-19 21:33
internaltemp,25.3,Celsius,10-07-19 21:44
internalrh,81,%,10-07-19 21:44
internaltemp,25.2,Celsius,10-07-19 21:54
internalrh,81,%,10-07-19 21:54
internaltemp,25.2,Celsius,10-07-19 22:04
internalrh,81,%,10-07-19 22:04
internaltemp,25.2,Celsius,10-07-19 22:14
internalrh,82,%,10-07-19 22:14
internaltemp,25.1,Celsius,10-07-19 22:24
internalrh,81,%,10-07-19 22:24
internaltemp,25.1,Celsius,10-07-19 22:34
internalrh,81,%,10-07-19 22:34
internaltemp,25.1,Celsius,10-07-19 22:44
internalrh,81,%,10-07-19 22:44
internaltemp,25,Celsius,10-07-19 22:54
internalrh,81,%,10-07-19 22:54
internaltemp,25,Celsius,10-07-19 23:04
internalrh,81,%,10-07-19 23:04
internaltemp,25,Celsius,10-07-19 23:14
internalrh,81,%,10-07-19 23:14
internaltemp,24.9,Celsius,10-07-19 23:24
internalrh,81,%,10-07-19 23:24
internaltemp,24.9,Celsius,10-07-19 23:34
internalrh,81,%,10-07-19 23:34
internaltemp,24.8,Celsius,10-07-19 23:44
internalrh,80,%,10-07-19 23:44
internaltemp,24.7,Celsius,10-07-19 23:54
internalrh,80,%,10-07-19 23:54
internaltemp,24.7,Celsius,11-07-19 0:04
internalrh,80,%,11-07-19 0:04
internaltemp,24.7,Celsius,11-07-19 0:14
internalrh,80,%,11-07-19 0:14
internaltemp,24.6,Celsius,11-07-19 0:24
internalrh,80,%,11-07-19 0:24
internaltemp,24.6,Celsius,11-07-19 0:34
internalrh,80,%,11-07-19 0:34
internaltemp,24.6,Celsius,11-07-19 0:44
internalrh,79,%,11-07-19 0:44
internaltemp,24.5,Celsius,11-07-19 0:54
internalrh,79,%,11-07-19 0:54
internaltemp,24.5,Celsius,11-07-19 1:05
internalrh,79,%,11-07-19 1:05
internaltemp,24.5,Celsius,11-07-19 1:15
internalrh,78,%,11-07-19 1:15
internaltemp,24.4,Celsius,11-07-19 1:25
internalrh,78,%,11-07-19 1:25
internaltemp,24.4,Celsius,11-07-19 1:34
internalrh,77,%,11-07-19 1:34
internaltemp,24.3,Celsius,11-07-19 1:44
internalrh,77,%,11-07-19 1:44
internaltemp,24.3,Celsius,11-07-19 1:54
internalrh,77,%,11-07-19 1:54
internaltemp,24.2,Celsius,11-07-19 2:04
internalrh,77,%,11-07-19 2:04
internaltemp,24.2,Celsius,11-07-19 2:14
internalrh,77,%,11-07-19 2:14
internaltemp,24.2,Celsius,11-07-19 2:24
internalrh,77,%,11-07-19 2:24
internaltemp,24.2,Celsius,11-07-19 2:34
internalrh,78,%,11-07-19 2:34
internaltemp,24.1,Celsius,11-07-19 2:44
internalrh,78,%,11-07-19 2:44
internaltemp,24.1,Celsius,11-07-19 2:54
internalrh,78,%,11-07-19 2:54
internaltemp,24.1,Celsius,11-07-19 3:04
internalrh,78,%,11-07-19 3:04
internaltemp,24,Celsius,11-07-19 3:14
internalrh,78,%,11-07-19 3:14
internaltemp,24,Celsius,11-07-19 3:24
internalrh,78,%,11-07-19 3:24
internaltemp,24,Celsius,11-07-19 3:34
internalrh,78,%,11-07-19 3:34
internaltemp,24,Celsius,11-07-19 3:44
internalrh,78,%,11-07-19 3:44
internaltemp,24,Celsius,11-07-19 3:54
internalrh,79,%,11-07-19 3:54
internaltemp,23.9,Celsius,11-07-19 4:04
internalrh,79,%,11-07-19 4:04
internaltemp,23.9,Celsius,11-07-19 4:14
internalrh,79,%,11-07-19 4:14
internaltemp,23.9,Celsius,11-07-19 4:24
internalrh,79,%,11-07-19 4:24
internaltemp,23.9,Celsius,11-07-19 4:34
internalrh,79,%,11-07-19 4:34
internaltemp,23.9,Celsius,11-07-19 4:44
internalrh,80,%,11-07-19 4:44
internaltemp,23.9,Celsius,11-07-19 4:54
internalrh,80,%,11-07-19 4:54
internaltemp,23.8,Celsius,11-07-19 5:04
internalrh,80,%,11-07-19 5:04
internaltemp,23.8,Celsius,11-07-19 5:14
internalrh,80,%,11-07-19 5:14
internaltemp,23.8,Celsius,11-07-19 5:24
internalrh,80,%,11-07-19 5:24
internaltemp,23.8,Celsius,11-07-19 5:34
internalrh,80,%,11-07-19 5:34
internaltemp,23.8,Celsius,11-07-19 5:44
internalrh,81,%,11-07-19 5:44
internaltemp,23.8,Celsius,11-07-19 5:54
internalrh,81,%,11-07-19 5:54
internaltemp,23.8,Celsius,11-07-19 6:04
internalrh,81,%,11-07-19 6:04
internaltemp,23.7,Celsius,11-07-19 6:14
internalrh,77,%,11-07-19 6:14
internaltemp,23.6,Celsius,11-07-19 6:24
internalrh,77,%,11-07-19 6:24
internaltemp,23.7,Celsius,11-07-19 6:34
internalrh,81,%,11-07-19 6:34
internaltemp,23.8,Celsius,11-07-19 6:44
internalrh,78,%,11-07-19 6:44
internaltemp,23.9,Celsius,11-07-19 6:54
internalrh,74,%,11-07-19 6:54
internaltemp,25.5,Celsius,11-07-19 7:04
internalrh,49,%,11-07-19 7:04
internaltemp,24.9,Celsius,11-07-19 7:14
internalrh,43,%,11-07-19 7:14
internaltemp,25,Celsius,11-07-19 7:24
internalrh,41,%,11-07-19 7:24
internaltemp,25.3,Celsius,11-07-19 7:34
internalrh,39,%,11-07-19 7:34
internaltemp,25.6,Celsius,11-07-19 7:44
internalrh,38,%,11-07-19 7:44
internaltemp,25.9,Celsius,11-07-19 7:54
internalrh,37,%,11-07-19 7:54
internaltemp,26.2,Celsius,11-07-19 8:04
internalrh,36,%,11-07-19 8:04
internaltemp,26.1,Celsius,11-07-19 8:14
internalrh,35,%,11-07-19 8:14
internaltemp,26.2,Celsius,11-07-19 8:24
internalrh,34,%,11-07-19 8:24
internaltemp,26.3,Celsius,11-07-19 8:34
internalrh,33,%,11-07-19 8:34
internaltemp,26.5,Celsius,11-07-19 8:44
internalrh,33,%,11-07-19 8:44
internaltemp,26.5,Celsius,11-07-19 8:54
internalrh,33,%,11-07-19 8:54
internaltemp,26.6,Celsius,11-07-19 9:04
internalrh,32,%,11-07-19 9:04
internaltemp,26.6,Celsius,11-07-19 9:14
internalrh,32,%,11-07-19 9:14
internaltemp,26.5,Celsius,11-07-19 9:24
internalrh,32,%,11-07-19 9:24
internaltemp,26.7,Celsius,11-07-19 9:34
internalrh,32,%,11-07-19 9:34
internaltemp,26.9,Celsius,11-07-19 9:44
internalrh,32,%,11-07-19 9:44
internaltemp,27.3,Celsius,11-07-19 9:54
internalrh,32,%,11-07-19 9:54
internaltemp,27.5,Celsius,11-07-19 10:04
internalrh,31,%,11-07-19 10:04
internaltemp,27.4,Celsius,11-07-19 10:14
internalrh,31,%,11-07-19 10:14
internaltemp,27.4,Celsius,11-07-19 10:24
internalrh,31,%,11-07-19 10:24
internaltemp,27.5,Celsius,11-07-19 10:34
internalrh,31,%,11-07-19 10:34
internaltemp,27.6,Celsius,11-07-19 10:44
internalrh,31,%,11-07-19 10:44
internaltemp,27.7,Celsius,11-07-19 10:54
internalrh,31,%,11-07-19 10:54
internaltemp,27.6,Celsius,11-07-19 11:04
internalrh,30,%,11-07-19 11:04
internaltemp,27.6,Celsius,11-07-19 11:14
internalrh,30,%,11-07-19 11:14
internaltemp,27.6,Celsius,11-07-19 11:24
internalrh,29,%,11-07-19 11:24
internaltemp,27.7,Celsius,11-07-19 11:34
internalrh,29,%,11-07-19 11:34
internaltemp,27.9,Celsius,11-07-19 11:44
internalrh,30,%,11-07-19 11:44
internaltemp,27.7,Celsius,11-07-19 11:54
internalrh,29,%,11-07-19 11:54
internaltemp,27.9,Celsius,11-07-19 12:04
internalrh,29,%,11-07-19 12:04
internaltemp,28,Celsius,11-07-19 12:14
internalrh,28,%,11-07-19 12:14
internaltemp,28,Celsius,11-07-19 12:23
internalrh,28,%,11-07-19 12:23
internaltemp,27.7,Celsius,11-07-19 12:33
internalrh,28,%,11-07-19 12:33
internaltemp,27.6,Celsius,11-07-19 12:44
internalrh,28,%,11-07-19 12:44
internaltemp,27.9,Celsius,11-07-19 12:54
internalrh,28,%,11-07-19 12:54
internaltemp,27.9,Celsius,11-07-19 13:04
internalrh,27,%,11-07-19 13:04
internaltemp,27.6,Celsius,11-07-19 13:14
internalrh,28,%,11-07-19 13:14
internaltemp,27.7,Celsius,11-07-19 13:24
internalrh,28,%,11-07-19 13:24
internaltemp,27.7,Celsius,11-07-19 13:34
internalrh,27,%,11-07-19 13:34
internaltemp,27.6,Celsius,11-07-19 13:44
internalrh,28,%,11-07-19 13:44
internaltemp,27.6,Celsius,11-07-19 13:54
internalrh,28,%,11-07-19 13:54
internaltemp,27.5,Celsius,11-07-19 14:04
internalrh,29,%,11-07-19 14:04
internaltemp,27.5,Celsius,11-07-19 14:14
internalrh,29,%,11-07-19 14:14
internaltemp,27.6,Celsius,11-07-19 14:24
internalrh,31,%,11-07-19 14:24
internaltemp,27.8,Celsius,11-07-19 14:34
internalrh,28,%,11-07-19 14:34
internaltemp,27.7,Celsius,11-07-19 14:44
internalrh,28,%,11-07-19 14:44
internaltemp,27.7,Celsius,11-07-19 14:54
internalrh,28,%,11-07-19 14:54
internaltemp,28.1,Celsius,11-07-19 15:04
internalrh,29,%,11-07-19 15:04
internaltemp,28.3,Celsius,11-07-19 15:14
internalrh,30,%,11-07-19 15:14
internaltemp,28.5,Celsius,11-07-19 15:24
internalrh,48,%,11-07-19 15:24
internaltemp,27.9,Celsius,11-07-19 15:34
internalrh,54,%,11-07-19 15:34
internaltemp,27.5,Celsius,11-07-19 15:44
internalrh,61,%,11-07-19 15:44
internaltemp,27.4,Celsius,11-07-19 15:54
internalrh,65,%,11-07-19 15:54
internaltemp,27.2,Celsius,11-07-19 16:04
internalrh,67,%,11-07-19 16:04
internaltemp,27,Celsius,11-07-19 16:14
internalrh,70,%,11-07-19 16:14
internaltemp,27,Celsius,11-07-19 16:24
internalrh,72,%,11-07-19 16:24
internaltemp,26.9,Celsius,11-07-19 16:34
internalrh,73,%,11-07-19 16:34
internaltemp,26.8,Celsius,11-07-19 16:44
internalrh,73,%,11-07-19 16:44
internaltemp,26.8,Celsius,11-07-19 16:54
internalrh,73,%,11-07-19 16:54
internaltemp,26.8,Celsius,11-07-19 17:04
internalrh,74,%,11-07-19 17:04
internaltemp,26.8,Celsius,11-07-19 17:14
internalrh,74,%,11-07-19 17:14
internaltemp,26.7,Celsius,11-07-19 17:24
internalrh,74,%,11-07-19 17:24
internaltemp,26.7,Celsius,11-07-19 17:34
internalrh,74,%,11-07-19 17:34
internaltemp,26.7,Celsius,11-07-19 17:44
internalrh,75,%,11-07-19 17:44
internaltemp,26.7,Celsius,11-07-19 17:54
internalrh,74,%,11-07-19 17:54
internaltemp,26.7,Celsius,11-07-19 18:04
internalrh,74,%,11-07-19 18:04
internaltemp,26.7,Celsius,11-07-19 18:14
internalrh,74,%,11-07-19 18:14
internaltemp,26.7,Celsius,11-07-19 18:24
internalrh,74,%,11-07-19 18:24
internaltemp,26.7,Celsius,11-07-19 18:34
internalrh,73,%,11-07-19 18:34
internaltemp,26.7,Celsius,11-07-19 18:44
internalrh,73,%,11-07-19 18:44
internaltemp,26.7,Celsius,11-07-19 18:54
internalrh,71,%,11-07-19 18:54
internaltemp,26.7,Celsius,11-07-19 19:04
internalrh,71,%,11-07-19 19:04
internaltemp,26.7,Celsius,11-07-19 19:14
internalrh,70,%,11-07-19 19:14
internaltemp,26.7,Celsius,11-07-19 19:24
internalrh,69,%,11-07-19 19:24
internaltemp,26.8,Celsius,11-07-19 19:34
internalrh,69,%,11-07-19 19:34
internaltemp,26.8,Celsius,11-07-19 19:44
internalrh,68,%,11-07-19 19:44
internaltemp,26.8,Celsius,11-07-19 19:54
internalrh,67,%,11-07-19 19:54
internaltemp,26.8,Celsius,11-07-19 20:04
internalrh,67,%,11-07-19 20:04
internaltemp,26.8,Celsius,11-07-19 20:14
internalrh,67,%,11-07-19 20:14
